390,Fourleg,0.906667,0,0.944444,0,0.957746,0.912,0.0666667,0.947222,0.05,0.960563,0.906667,0,0.944444,0,0.957746,
391,Fourleg,0.906667,0,0.944444,0,0.957746,0.917333,0.133333,0.95,0.1,0.96338,0.922667,0.2,0.952778,0.15,0.966197,
392,Fourleg,0.933333,0.333333,0.958333,0.25,0.971831,0.917333,0.133333,0.95,0.1,0.96338,0.922667,0.2,0.952778,0.15,0.966197,
393,Fourleg,0.906667,0,0.944444,0,0.957746,0.917333,0.133333,0.95,0.1,0.96338,0.906667,0,0.944444,0,0.957746,
394,Fourleg,0.917333,0.133333,0.95,0.1,0.96338,0.912,0.0666667,0.947222,0.05,0.960563,0.917333,0.133333,0.95,0.1,0.96338,
395,Fourleg,0.933333,0.333333,0.958333,0.25,0.971831,0.917333,0.133333,0.95,0.1,0.96338,0.938667,0.4,0.961111,0.3,0.974648,
396,Fourleg,0.922667,0.2,0.952778,0.15,0.966197,0.917333,0.133333,0.95,0.1,0.96338,0.928,0.266667,0.955556,0.2,0.969014,
397,Fourleg,0.944,0.466667,0.963889,0.35,0.977465,0.917333,0.133333,0.95,0.1,0.96338,0.938667,0.4,0.961111,0.3,0.974648,
398,Fourleg,0.922667,0.2,0.952778,0.15,0.966197,0.912,0.0666667,0.947222,0.05,0.960563,0.928,0.266667,0.955556,0.2,0.969014,
399,Fourleg,0.928,0.266667,0.955556,0.2,0.969014,0.917333,0.133333,0.95,0.1,0.96338,0.933333,0.333333,0.958333,0.25,0.971831,
400,Fourleg,0.928,0.266667,0.955556,0.2,0.969014,0.922667,0.2,0.952778,0.15,0.966197,0.928,0.266667,0.955556,0.2,0.969014,
