1,Human,0.922667,0.2,0.952778,0.15,0.966197,0.922667,0.2,0.952778,0.15,0.966197,0.933333,0.333333,0.958333,0.25,0.971831,
2,Human,0.933333,0.333333,0.958333,0.25,0.971831,0.933333,0.333333,0.958333,0.25,0.971831,0.917333,0.133333,0.95,0.1,0.96338,
3,Human,0.922667,0.2,0.952778,0.15,0.966197,0.922667,0.2,0.952778,0.15,0.966197,0.917333,0.133333,0.95,0.1,0.96338,
4,Human,0.922667,0.2,0.952778,0.15,0.966197,0.922667,0.2,0.952778,0.15,0.966197,0.922667,0.2,0.952778,0.15,0.966197,
5,Human,0.933333,0.333333,0.958333,0.25,0.971831,0.933333,0.333333,0.958333,0.25,0.971831,0.917333,0.133333,0.95,0.1,0.96338,
6,Human,0.933333,0.333333,0.958333,0.25,0.971831,0.933333,0.333333,0.958333,0.25,0.971831,0.938667,0.4,0.961111,0.3,0.974648,
7,Human,0.933333,0.333333,0.958333,0.25,0.971831,0.933333,0.333333,0.958333,0.25,0.971831,0.933333,0.333333,0.958333,0.25,0.971831,
8,Human,0.917333,0.133333,0.95,0.1,0.96338,0.912,0.0666667,0.947222,0.05,0.960563,0.928,0.266667,0.955556,0.2,0.969014,
9,Human,0.917333,0.133333,0.95,0.1,0.96338,0.912,0.0666667,0.947222,0.05,0.960563,0.922667,0.2,0.952778,0.15,0.966197,
10,Human,0.922667,0.2,0.952778,0.15,0.966197,0.922667,0.2,0.952778,0.15,0.966197,0.928,0.266667,0.955556,0.2,0.969014,
11,Human,0.933333,0.333333,0.958333,0.25,0.971831,0.933333,0.333333,0.958333,0.25,0.971831,0.928,0.266667,0.955556,0.2,0.969014,
12,Human,0.933333,0.333333,0.958333,0.25,0.971831,0.933333,0.333333,0.958333,0.25,0.971831,0.922667,0.2,0.952778,0.15,0.966197,
13,Human,0.912,0.0666667,0.947222,0.05,0.960563,0.912,0.0666667,0.947222,0.05,0.960563,0.928,0.266667,0.955556,0.2,0.969014,
